claim_id	word_pos	readability	model	claim	label
3215	قَضَى_verb	3	ChatGPT	قضى القانون بحماية حقوق الأطفال وضمان حياتهم الكريمة.	NF
2737	جِدّ_noun	3	GPT4	جد الزعيم المصري جمال عبد الناصر كان يعمل كرجل بريد.	FI
1480	غُرْفَة_noun	1	GPT4	غرفة التجارة العربية البريطانية تأسست في لندن عام 1975.	FC
7846	رَفَع_verb	1	GPT4	رفع العلم السعودي على مبنى مؤسسة النفط الوطنية السعودية "أرامكو" في 20 مايو 1933.	FI
7399	ٱِرْتِفاع_noun	2	GPT4	تم تسجيل ارتفاع معدل درجات الحرارة العالمية بنسبة 1.2 درجة مئوية منذ بداية الثورة الصناعية.	FI
3242	شَهِد_verb	3	ChatGPT	تعد شهد الزهور من أشهر الأنواع المستخدمة في صناعة العطور.	FC
5866	حُرِّيَّة_noun	1	GPT4	حرية الرأي والتعبير مكفولة في الإعلان العالمي لحقوق الإنسان.	FC
7233	بِضْع_noun_quant	3	ChatGPT	بضعة من الأطفال يعانون من صعوبات التعلم.	NF
2976	سِعْر_noun	1	GPT4	السعر الحالي لجرام الذهب عيار 21 في السوق المصري هو 850 جنيه مصري.	FC
6638	جُنْد_noun	3	GPT4	يعتبر جند الشام أحد أقسام الجيش الإسلامي في عهد الخلافة الأموية.	FC
8725	تِجارَة_noun	1	ChatGPT	تعد تجارة الحبوب من الأنشطة الاقتصادية الرئيسية في العديد من الدول العربية.	FC
1906	جَيْش_noun	1	GPT4	جيش الإمارات العربية المتحدة هو الجيش الوطني لدولة الإمارات العربية المتحدة وتأسس في العام 1971.	FI
563	أَنا_pron	1	ChatGPT	أنا أحب الطعام الإيطالي.	FI
346	أَمْر_noun	2	GPT4	عملية الأمر والنهي تعتبر من أساسيات النحو والصرف في اللغة العربية.	FC
1627	هُنا_adv	1	GPT4	هنا يقع متحف اللوفر في باريس، وهو أكبر متحف في العالم ويضم أكثر من 380 ألف قطعة أثرية.	FI
8225	ظَرْف_noun	3	ChatGPT	يمكن استخدام الظرف الطبي لتخزين الأدوية والمستلزمات الطبية.	FC
9822	مُسْتَشار_noun	3	ChatGPT	يمكن للمستشار الصحي أن يساعد الأفراد في تحسين صحتهم والوقاية من الأمراض.	NF
4704	رَجا_verb	3	ChatGPT	يعتبر الرجاء البيضاوي فريق كرة قدم مغربي مشهور.	FC
5744	أَلَم_noun	1	ChatGPT	يمكن أن يكون الألم حادًا أو مزمنًا.	FC
1465	سِياسِيّ_adj	4	ChatGPT	أتى الزوجان إلى المطعم لتناول العشاء.	NF
2126	قَضِيَّة_noun	3	GPT4	قضية الاحتباس الحراري تعتبر من أهم المشكلات البيئية التي تهدد كوكب الأرض.	FC
3458	أَوْضَح_verb	3	GPT4	أوضحت تقارير أن انتشار فيروس كورونا بدأ في مدينة ووهان الصينية في ديسمبر 2019.	FI
501	قُوَّة_noun	1	ChatGPT	قوة الجيش السوري تبلغ حوالي 325 ألف جندي.	FI
2477	كَلِمَة_noun	1	GPT4	القرآن الكريم يبدأ بكلمة "بسم الله الرحمن الرحيم".	NF
1291	أَعْلَن_verb	3	ChatGPT	أعلنت الحكومة السعودية عن تخصيص 50 مليار ريال لدعم القطاع الصحي في مواجهة جائحة كورونا.	FC
7937	بَكَى_verb	1	GPT4	بكى الخليفة عمر بن عبد العزيز عند توليه الخلافة وذلك لما علم بمسئوليته الكبيرة.	NF
3208	مَوْت_noun	1	GPT4	تتعامل الأديان والثقافات المختلفة مع مفهوم الموت بطرق متنوعة.	FC
7211	جُمْلَة_noun	1	ChatGPT	جملة هي تسلسل من الكلمات التي تتبع قواعد النحو والصرف في اللغة العربية.	NF
2848	طَرَف_noun	4	GPT4	يقع جبل طرف في منطقة الباحة بالمملكة العربية السعودية ويعتبر من أعلى قمم المنطقة.	FI
6478	أَثار_verb	3	GPT4	في 6 أغسطس 1945، ألقت الولايات المتحدة الأمريكية قنبلة ذرية على مدينة هيروشيما اليابانية، مما أسفر عن قتيل يقدر بأكثر من 140 ألف شخص.	FI
3470	خارِج_noun	1	GPT4	تعتبر الدبلوماسية العامة من أدوات السياسة الخارجية للدولة.	FC
84	الَّذِي_pron_rel	3	ChatGPT	الذي يعد أكبر دولة عربية من حيث المساحة هي الجزائر.	FC
166	لَمْ_part_neg	2	GPT4	لم يكن الإمبراطورية الرومانية قد سيطرت على جزيرة أيرلندا خلال فترة حكمها.	NF
7985	كانُون_noun	5	ChatGPT	كانون الثاني هو الشهر الذي يشهد فيه العديد من الدول العربية تساقط الثلوج.	FC
9708	مَعْرَكَة_noun	2	GPT4	احتدمت معركة كربلاء بين جيش الإمام الحسين والخليفة الأموي يزيد بن معاوية عام 680م.	FC
2806	ٱِنْتَظَر_verb	1	GPT4	انتظر المسافرون في محطة القطار لمدة ساعتين قبل وصول القطار.	NF
2139	وَجَب_verb	3	GPT4	تشمل الوجبات السريعة الشهيرة البرغر، والبيتزا، والساندويتشات، والبطاطس المقلية.	FC
1079	عام_noun	2	GPT4	حدثت ثورة 23 يوليو في مصر بقيادة جمال عبد الناصر في عام 1952.	FC
1596	أَحَد_noun	1	GPT4	أحد الأنهار السبعة في الهند هو نهر الغنج.	FI
3019	جَرَى_verb	2	GPT4	جرى تأسيس الأمم المتحدة في 24 أكتوبر 1945 بعد انتهاء الحرب العالمية الثانية.	FC
9297	نَجَح_verb	1	GPT4	نجح الرئيس جمال عبد الناصر في قيادة ثورة 23 يوليو 1952.	FC
6814	إِصْلاح_noun	2	ChatGPT	تم إصلاح النظام الصحي في العديد من الدول العربية لتحسين جودة الخدمات الصحية.	FC
7743	طَبِيعَة_noun	1	ChatGPT	تعتبر الغابات جزءًا هامًا من الطبيعة وتساعد على تنظيم المناخ.	FC
2456	مُقْبِل_adj	3	GPT4	مقبل الزيدي هو صحفي عراقي مستقل وكاتب متخصص في الشؤون الاقتصادية.	NF
2205	كاد_verb	4	ChatGPT	كاد السائق أن يصطدم بالشجرة بسبب السرعة الزائدة.	NF
300	لٰكِنَّ_verb_pseudo	2	GPT4	لكن جسم الإنسان يتكون من حوالي 60٪ ماء.	FC
2606	لَيْلَة_noun	1	GPT4	تعتبر ليلة القدر من أهم ليالي العبادة في رمضان، حيث يعتقد المسلمون أنها الليلة التي نزل فيها القرآن الكريم.	FC
3698	تَقْرِير_noun	3	GPT4	تقرير المعهد العالمي للتعليم يوضح أن معدل الأمية في البلدان النامية قد انخفض من 53% إلى 25% بين عامي 1990 و2015.	FI
9164	قَرْن_noun	3	ChatGPT	يعتبر القرن الثامن عشر من أهم القرون في تاريخ الثورات العالمية.	FC
6920	مَوْسِم_noun	3	GPT4	في موسم التزلج، يقصد الناس المناطق الجبلية المغطاة بالثلوج للتزلج وممارسة الرياضات الشتوية.	FC
1264	قام_verb	2	ChatGPT	قام الطبيب بإجراء عملية جراحية معقدة.	NF
4781	مُشارَكَة_noun	2	ChatGPT	تم تسجيل مشاركة 1000 شخص في الماراثون السنوي للسلامة المرورية.	NF
5688	نَهَض_verb	2	GPT4	توجهت النهضة الإسلامية في القرون الوسطى إلى تطوير العلوم والمعرفة في مجالات عديدة.	FC
4504	عَبْر_noun	2	ChatGPT	تعد اللغة العربية عبر العالم من أكثر اللغات انتشاراً واستخداماً.	FC
6085	مُحاوَلَة_noun	2	ChatGPT	الأرض تدور حول محورها بسرعة عالية تصل إلى 1670 كيلومترًا في الساعة.	FC
5776	إِقامَة_noun	2	GPT4	إن إقامة الصلاة هي أحد الأركان الخمسة الأساسية في الإسلام.	FC
4153	مَساء_noun	1	ChatGPT	يعتبر مساء الأحد في العالم الغربي بداية الأسبوع العملي.	FI
7864	نَهار_noun	1	ChatGPT	كلما زادت كمية السكريات التي يتناولها الإنسان، زادت نسبة السكر في دمه.	FC
8494	مُقابَلَة_noun	2	ChatGPT	أجرت الشرطة مقابلة مع الشاهد الوحيد في الجريمة المروعة.	NF
9246	تَبِع_verb	1	GPT4	التبع الحميدي الأكبر هو أكبر قمر صناعي لكوكب المشتري ويعتبر أحد أربعة أقمار جاليليو.	NF
9323	طَبْع_noun	3	ChatGPT	يتم طبع الكتب الدينية بأحجام وأشكال مختلفة لتناسب احتياجات المتلقين.	NF
9137	باشا_noun	1	GPT4	استخدم لقب باشا لأول مرة في القرن الثالث عشر الميلادي.	FC
8754	خَطَأ_noun	1	ChatGPT	يجب على المبرمجين تجنب الخطأ البرمجي لتجنب حدوث أخطاء في البرامج.	FC
8463	مَدَنِيّ_adj	5	ChatGPT	يستخدم مصطلح "بدل" في العسكرية للإشارة إلى المكافأة المادية التي يتم دفعها للجنود عند تحقيقهم إنجازات معينة.	NF
9349	سَعِيد_adj	1	GPT4	سعيد بن جبير هو أحد أبرز الفقهاء والمفسرين في العصر الأموي.	FC
278	يا_part_voc	1	GPT4	يا أصدقاء، هل تعلمون أن أغنية "يا ليلي يا ليلة" للمغني الجزائري الشاب خالد حققت شهرة واسعة عالميا؟	FI
7748	طَبِيعَة_noun	1	GPT4	في علم الرياضيات، تابع يمثل علاقة بين مجموعتين حيث يتم تعيين كل عنصر من المجموعة الأولى إلى عنصر واحد من المجموعة الثانية.	FC
2249	وَطَنِيّ_adj	2	GPT4	التراث الثقافي العريق في وطني مصر يشمل على مئات الآلاف من المواقع التاريخية والأثرية.	FC
1647	أَب_noun	1	GPT4	أبو الوليد محمد بن أحمد بن رشد، المعروف بابن رشد، هو فيلسوف وطبيب ومحامي وفقيه ومفسر قرطبي أندلسي.	FC
951	مَدِينَة_noun	1	ChatGPT	دخل اللاعب الجديد إلى فريق كرة القدم.	NF
6743	جُزْء_noun	1	ChatGPT	جزء من الجهاز التنفسي يتكون من الشعب الهوائية.	FC
3455	أَوْضَح_verb	3	ChatGPT	أوضحت الدراسة الحديثة أن القراءة تساعد على تحسين التركيز والذاكرة.	FC
9724	خَدَم_noun	1	ChatGPT	توفر شركات الطيران خدمات النقل الجوي للمسافرين.	FC
9132	باشا_noun	1	ChatGPT	كانت الخلافات بين الباشا والأمير سبباً في الحرب الأهلية التي شهدتها الدولة.	FC
4292	قادِم_adj	1	ChatGPT	سيتم إطلاق النسخة الجديدة من هاتف سامسونج قادم الشهر.	NF
7613	قَدْر_noun	3	ChatGPT	يمكن استخدام قدر الضغط لتحضير الأطعمة الصحية بشكل أسرع وأكثر كفاءة.	FC
9692	مَرْكِيز_noun	5	ChatGPT	تم تأسيس مركز مركيز للأبحاث العلمية في العام 1977 في الكويت.	FI
3413	عَظِيم_adj	2	ChatGPT	جبل إيفرست في نيبال هو أعلى قمة جبلية في العالم.	FI
4897	مُواجَهَة_noun	2	GPT4	فاز منتخب مصر بكأس الأمم الأفريقية لكرة القدم في مواجهة مع منتخب الكاميرون عام 2008.	FC
7931	بَكَى_verb	1	ChatGPT	بكى الطفل بصوت عالٍ لأنه كان جائعًا.	NF
1355	ثَلاث_noun_num	1	ChatGPT	يعتبر الثلاثي الأولمبي الأمريكي، مايكل فيلبس، أكثر الرياضيين تتويجًا بالميداليات الذهبية في تاريخ الأولمبياد، حيث فاز بـ 23 ميدالية ذهبية.	FC
8319	ٱِحْتِرام_noun	1	GPT4	وفقًا للميثاق الدولي لحقوق الإنسان، يجب احترام حقوق الإنسان لجميع الأفراد بغض النظر عن جنسهم وديانتهم وجنسيتهم.	FC
1215	رَأْس_noun	1	ChatGPT	رأس السنة الهجرية يصادف يوم 1 محرم من كل عام.	FC
9729	خَدَم_noun	1	GPT4	الخدم العامة في الدول النامية تواجه العديد من التحديات مثل الفساد وضعف البنية التحتية.	FC
3077	مالِيّ_adj	4	GPT4	العملة الرسمية لمالي هي الفرنك الأفريقي الغربي CFA.	FC
4751	خَشِي_verb	3	ChatGPT	خشي السكان المحليون من انتشار الأمراض بسبب نقص المياه النظيفة في المنطقة.	NF
5687	نَهَض_verb	2	GPT4	يعتبر النهضة الأوروبية عصر التجدد الفكري والثقافي الذي بدأ في أواخر القرون الوسطى.	FI
1868	كَلام_noun	1	GPT4	تُعتبر الخطابة العربية فناً من فنون الكلام، ويتميز بها الخطباء والوعاظ بإلقائهم وحسن توجيه النصائح والعظات.	NF
7910	حُلْم_noun	1	GPT4	توجد بعض المصطلحات المشهورة مثل "حلم الأندلس" التي تعود إلى الفترة الذهبية للحضارة الإسلامية في إسبانيا.	FI
391	عام_noun	2	ChatGPT	العام الهجري يتكون من 12 شهرًا.	FC
9289	عانَى_verb	3	GPT4	عانى الفنان العربي كاظم الساهر من ظروف صعبة في فترة حياته قبل أن يصبح مشهوراً.	NF
2653	عَسْكَرِيّ_adj	3	ChatGPT	تم تأسيس الجيش اللبناني عام 1945 ويضم أكثر من 70 ألف عسكري.	FI
6600	حَوالَي_noun_quant	2	GPT4	تبلغ مدة السنة الضوئية حوالي 9.5 تريليون كيلومتر.	FI
1270	قام_verb	2	GPT4	قام الملك السعودي عبد العزيز بن عبد الرحمن آل سعود بتوحيد المملكة العربية السعودية في عام 1932.	FC
229	بَيْنَ_noun	1	GPT4	منطقة الشرق الأوسط تقع بين قارتي آسيا وأفريقيا ويعيش بها أكثر من 400 مليون نسمة.	FC
4377	عُمْر_noun	1	GPT4	أصدر عمر بن عبد العزيز قرارًا بتوزيع المال والمساعدة على الفقراء والمحتاجين في الدولة الأموية.	NF
3614	رَسْمِيّ_adj	3	ChatGPT	العملة الرسمية في الجزائر هي الدينار الجزائري.	FC
7896	واسِع_adj	1	GPT4	المحيط الأطلسي واسع جدًا ويبلغ مساحته حوالي 106,460,000 كيلومتر مربع.	FC
8218	ضابِط_noun	1	GPT4	في الجزائر، يمكن لضباط الشرطة الانضمام للجمعية الوطنية لضباط الشرطة.	FI
4098	نَظْرَة_noun	2	GPT4	ينتمي تيودور أدورنو إلى مدرسة فرانكفورت وهو ينتقد النظرة التقليدية للثقافة.	FC
1182	خَرَج_verb	1	ChatGPT	الشمس خرجت من بين الغيوم بعد العاصفة.	NF
2567	سِرّ_noun	1	GPT4	العلم الحديث يعتمد على المنهج العلمي لاكتشاف الحقائق.	NF
3739	سُؤال_noun	1	GPT4	في عام 2015، أثار السؤال حول "فستان" لونه على وسائل التواصل الاجتماعي حيرة الكثير من المتابعين.	FC
3810	حاجَة_noun	2	GPT4	تعتبر حاجة الخبز العربي من أساسيات المطبخ العربي وتتنوع طرق صنعه وأنواعه.	NF
1053	أَكَّد_verb	2	ChatGPT	أكدت الأبحاث العلمية أن الأطعمة الغنية بالألياف تساعد على تحسين صحة الجهاز الهضمي.	FC
9061	قِسْم_noun	1	ChatGPT	قسم الشرطة في العاصمة يعمل على حماية المواطنين والحفاظ على الأمن العام.	NF
2382	حُكْم_noun	3	ChatGPT	تم إصدار حكم قضائي بإلغاء العقد بين الشركتين.	NF
7680	رَقْم_noun	1	GPT4	تم إطلاق أول رقم تليفون محمول في العالم في اليابان في عام 1979.	FC
3812	جَنُوب_noun	2	ChatGPT	تقع مدينة الرياض جنوب غرب المملكة العربية السعودية.	FI
4586	قُعَدَة_noun	5	GPT4	قعدة البلالين هي معلم سياحي شهير في مدينة أسوان المصرية، وهي مجموعة من الجزر الصغيرة المتاخمة لنهر النيل.	FC
4337	صَحِيفَة_noun	3	GPT4	تأسست صحيفة "الأهرام" المصرية في عام 1875 وهي إحدى أقدم الصحف العربية.	FC
511	سَنَة_noun	1	ChatGPT	سنة 2020 كانت سنة الجائحة العالمية لفيروس كورونا.	FC
1796	مَلِك_noun	1	GPT4	الملك السعودي عبد الله بن عبد العزيز آل سعود توفي في 23 يناير 2015.	FC
9513	عَزِيز_adj	1	ChatGPT	عزيز محمد هو لاعب كرة قدم سوداني يلعب في نادي المريخ السوداني.	FI
3795	مُدِير_noun	1	ChatGPT	يتم تقييم أداء المدير بانتظام من قبل مجلس الإدارة.	NF
1752	فَعَل_verb	1	ChatGPT	الفعل يتغير حسب الزمن والضمير والعدد.	FC
6403	أُسْتاذ_noun	1	ChatGPT	حصل الأستاذ عبد الله الغامدي على جائزة الملك فيصل العالمية للعلوم في مجال الطب والصحة.	NF
9920	غِياب_noun	2	GPT4	تزداد نسبة الجريمة في المناطق التي تشهد غياب الأنظمة الأمنية والشرطة.	NF
3852	دَعْم_noun	3	ChatGPT	تم توفير دعم للمزارعين لتحسين إنتاج الزراعة.	NF
2629	وُجُود_noun	2	GPT4	تأثر وجود الطيور بشكل كبير بتغير المناخ.	FC
4987	عَدُوّ_noun	2	GPT4	تعتبر الذبابة الصيفية عدو للمزارعين لأنها تنقل الأمراض وتتغذى على النباتات.	FC
2910	ٱِجْتِماع_noun	1	GPT4	تأسست جامعة الدول العربية عام 1945م بعد اجتماع الزعماء العرب في القاهرة.	FC
5676	جَرِيمَة_noun	2	GPT4	جريمة القتل هي تسبب متعمد في وفاة شخص آخر.	FI
6964	شَبَكَة_noun	1	ChatGPT	شبكة الاتصالات السلكية واللاسلكية في الإمارات تعتبر واحدة من أفضل الشبكات في العالم.	FC
2860	سار_verb	2	GPT4	سار مارك زوكربيرغ في تأسيس شبكة التواصل الاجتماعي "فيسبوك" عام 2004.	FC
5439	مَشَى_verb	1	GPT4	مشى الجنود العرب والمسلمون في الفتوحات الإسلامية لنشر الإسلام والعدل في الأرض.	FC
9884	حَذَّر_verb	1	ChatGPT	حذرت السلطات الأمريكية من احتمالية وقوع هجمات إرهابية في البلاد.	NF
523	لَيْسَ_verb	1	ChatGPT	ليس جميع الفيروسات تسبب الأمراض، فبعضها يساعد في الحفاظ على صحة الجسم.	FC
4826	ضَحِك_verb	1	GPT4	ضحك الناس في مهرجان نوبل للضحك بشدة على العلماء الذين اختبروا ذباب الفاكهة.	NF
3354	دَفَع_verb	1	ChatGPT	تم دفع المستحقات المالية للموظفين.	NF
5771	إِقامَة_noun	2	ChatGPT	إقامة الحج هي الفريضة الخامسة في الإسلام.	FC
8317	ٱِحْتِرام_noun	1	GPT4	تعتبر الاحترام للوالدين أمرًا ضروريًا وفرضًا على المسلمين وفقًا للتعاليم الإسلامية.	NF
648	أَمّا_part_focus	3	GPT4	أما مصر، فهي تعتبر مهد الحضارة حيث يعود تاريخها إلى أكثر من 7000 عام.	FC
9419	سِلْمِيّ_adj	3	GPT4	عاش الشاعر العربي الكبير أبو سلمى الأنصاري بين القرنين الأول والثاني الهجري.	NF
9977	فارِس_noun	2	GPT4	في فارس يوجد موقع تخت جمشيد الأثري الشهير.	FC
4700	نَوْع_noun	1	GPT4	يعتبر الفيلة الأفريقية نوع من الفيلة يعيش في قارة إفريقيا.	FC
1813	رَأْي_noun	2	ChatGPT	رأي الخبراء يشير إلى أن الاستخدام المفرط للهواتف الذكية يؤثر سلبًا على الصحة النفسية والجسدية.	NF
5384	رَدّ_noun	1	ChatGPT	تم رد السلعة المشتراة إلى المتجر بسبب عيوب في الجودة.	NF
5724	بَحْر_noun	1	ChatGPT	يمتد بحر الأندلس من الساحل الغربي لأفريقيا حتى الساحل الشرقي لأمريكا الجنوبية.	FI
3988	قِيمَة_noun	2	GPT4	يعتبر معيار القيمة السوقية للأصول مهما في تقييم أداء الشركات.	FC
3135	عامِل_noun	1	ChatGPT	يعتبر العاملون في مجال النظافة من العمالة الأساسية في المجتمع.	NF
8573	عِبارَة_noun	2	ChatGPT	عبارة البوسفور هي عبارة تركية تعبر مضيق البوسفور في إسطنبول.	NF
613	بَلَد_noun	1	ChatGPT	العراق هو بلد في غرب آسيا.	FC
7282	جارِي_adj	4	ChatGPT	جاري العمل على تطوير مشروع الطاقة الشمسية في المملكة العربية السعودية\	NF
1423	خاصّ_adj	2	ChatGPT	الشركات الخاصة تعمل على توفير فرص عمل للعديد من الأشخاص في العالم.	NF
1625	هُنا_adv	1	ChatGPT	هناك مسجد كبير في وسط الحي القديم.	NF
1259	وَصَل_verb	1	GPT4	وصل التوتر بين الهند وباكستان إلى ذروته عندما انفجرت الأزمة النووية بينهما في عام 1998.	FC
2440	شَعْب_noun	1	GPT4	يعتبر الشعب الهندي ثاني أكبر شعب من حيث العدد في العالم بعد الصين.	NF
9694	مَرْكِيز_noun	5	ChatGPT	تم تأسيس مركز مركيز للتجارة العالمية في العام 1995 في جنيف، سويسرا.	FI
9782	عُنْوان_noun	1	ChatGPT	يمكن استخدام عنوان البريد الإلكتروني لإرسال الرسائل الإلكترونية.	FC
2452	مُقْبِل_adj	3	ChatGPT	يتوقع أن يكون العام المقبل عامًا حافلاً بالأفلام السينمائية الجديدة.	NF
457	عَرَف_verb	1	GPT4	إن الشمس تقع على بعد 93 مليون ميل من الأرض.	FC
1164	أَنْتَ_pron	1	ChatGPT	أنت تستطيع الحصول على شهادة البكالوريوس في العلوم السياسية من جامعة القاهرة.	NF
6398	مَرَض_noun	1	GPT4	يسبب مرض الزهايمر تلفًا تدريجيًا في وميض الدماغ ويؤدي إلى فقدان الذاكرة.	FC
5197	عَدِيد_adj	3	GPT4	يوجد عديد من الجامعات العربية المرموقة في مصر مثل جامعة القاهرة وجامعة عين شمس.	FC
7464	ثَقافَة_noun	3	ChatGPT	تعتبر الأدب العربي جزءًا هامًا من الثقافة العربية.	FC
1827	دَوْر_noun	3	GPT4	تقام دور الألعاب الأولمبية الصيفية كل أربع سنوات.	FC
5908	شَجَرَة_noun	1	GPT4	شجرة السرو تستخدم في الزينة والتظليل بسبب ارتفاعها وشكلها المخروطي الجميل.	FC
5334	ٱِبْتَسَم_verb	1	ChatGPT	ابتسم يمكن أن يساعد على تحسين العلاقات الاجتماعية والتواصل.	NF
4374	عُمْر_noun	1	ChatGPT	عمر هو اسم لأحد الأنبياء في الإسلام.	FI
538	قَبْل_noun	1	GPT4	ظهر نظام الكتابة الهيروغليفية في مصر القديمة قبل حوالي 5000 سنة.	FC
5092	سَفَر_noun	1	ChatGPT	تعتبر السفر بالسيارة وسيلة شائعة للتنقل داخل البلدان العربية.	NF
5488	حَضَر_verb	1	GPT4	حضر الشيخ زايد بن سلطان آل نهيان مؤتمر القمة العربية في الجزائر عام 1973.	FI
3764	هَيْئَة_noun	4	ChatGPT	تم إنشاء هيئة الأمر بالمعروف والنهي عن المنكر في المملكة العربية السعودية عام 1940.	FC
9492	كُلْوَة_noun	3	ChatGPT	تتكون كلوة من أوراق العنب المحشوة بالأرز واللحم المفروم والبهارات.	FI
1943	بَدَأ_verb	1	ChatGPT	بدأت الحرب العالمية الثانية في عام 1939 وانتهت في عام 1945.	FC
3312	ضِدّ_noun	3	ChatGPT	الحكومة اتخذت إجراءات صارمة ضد الفساد.	NF
3956	وَسَط_noun	1	GPT4	وسط الأرض يتكون من طبقة النواة المكونة من الحديد والنيكل.	FC
4806	أَفْضَل_adj_comp	1	GPT4	أفضل طريقة للوقاية من فيروس كورونا هي غسل اليدين بانتظام وارتداء الكمامة.	FC
4140	أَدْرَك_verb	3	GPT4	أدركت ماري كوري أن البولونيوم والراديوم تُشع الإشعاعات عندما كانت تبحث عن علاج السرطان.	FC
2089	ظَنّ_verb	3	GPT4	ظن الناس في العصور الوسطى أن الأرض مسطحة، لكن العلماء اليوم يؤكدون أنها كروية.	FC
6481	مُهِمّ_adj	1	ChatGPT	التعليم هو أمر مهم لتحقيق التقدم في المجتمع.	FC
2990	ٱِقْتِصادِيّ_adj	3	GPT4	تعتبر الصين من أكبر الدول الاقتصادية في العالم بفضل قوتها التصديرية.	FC
7681	دَلّ_verb	3	ChatGPT	دل الإنسان يتكون من عضلات وأوعية دموية وأعصاب.	FI
6255	أَخْرَج_verb	1	ChatGPT	الشيف أخرج الطبق الرئيسي من الفرن.	NF
2411	نِظام_noun	1	ChatGPT	نظام الحكم في المملكة العربية السعودية هو الملكية الذاتية للملك والمجلس الأعلى للقضاء والمجلس الأعلى للشؤون الإسلامية.	NF
5569	جَلْسَة_noun	3	GPT4	يتم عقد جلسات العلاج النفسي لمعالجة القضايا العقلية والعاطفية للأفراد.	FI
3586	حِجَّة_noun	1	GPT4	حجة هي مدينة تقع في شمال غرب اليمن وعاصمة محافظة حجة.	FC
7714	حِساب_noun	2	ChatGPT	تتطلب الحسابات الادخارية الحفاظ على الأموال لفترات طويلة.	FC
2001	أَوْسَط_adj_comp	2	ChatGPT	الشرق الأوسط هو منطقة جغرافية تقع بين غرب آسيا وشمال أفريقيا.	FC
8578	عِبارَة_noun	2	GPT4	عبارة السلام 98 كانت تغرق في 2006 على الساحل المصري وأسفر ذلك عن مقتل أكثر من 1000 شخص.	NF
8739	عُقُوبَة_noun	1	GPT4	تعتبر عقوبة الجلد عقوبة تعود إلى العهود القديمة ولا تزال مستخدمة في بعض الدول الإسلامية.	FC
5909	شَجَرَة_noun	1	GPT4	تعتبر شجرة الزيتون من أقدم الأشجار المزروعة وتستخدم ثمارها وزيتها في الطهي والعلاج.	FC
5196	عَدِيد_adj	3	GPT4	تعدّ المملكة العربية السعودية من أكبر دول الشرق الأوسط وتضم عديد من المدن الرئيسية مثل الرياض وجدة ومكة المكرمة.	FC
2437	شَعْب_noun	1	GPT4	تعتبر الولايات المتحدة الأمريكية من البلدان التي يتميز شعبها بالتنوع العرقي والثقافي.	NF
6620	حُسْن_noun	3	GPT4	حسن العهد مفهوم إسلامي يحث على الوفاء بالعهود والعقود والوعود.	FC
3419	عَظِيم_adj	2	GPT4	كان الفيلسوف اليوناني أفلاطون شخصية عظيمة في الفلسفة الغربية.	FC
8055	طائِرَة_noun	1	ChatGPT	تستخدم الطائرات الحديثة تقنيات متطورة مثل الرادار وأنظمة الملاحة الجوية.	FC
3971	حادِث_noun	2	ChatGPT	تعرضت السيارة لحادث مروري خطير على الطريق السريع.	NF
2268	جِهَة_noun	2	GPT4	تشكل جهة إقليم كردستان العراق حكومة محلية ذاتية مع حدود إدارية محددة داخل العراق.	FC
6197	تَقْدِيم_noun	2	GPT4	يعتبر تقديم طلب للحصول على تأشيرة مهمًا لدخول معظم الدول الأجنبية بناءً على قوانينها وإجراءاتها.	FC
8585	سادِس_adj_num	1	ChatGPT	السادس من أغسطس هو اليوم الوطني لجمهورية البوسنة والهرسك.	FI
3274	لَيْل_noun	1	ChatGPT	يعتبر الليل فترة الراحة والاسترخاء للكثير من الناس.	NF
431	عَمَل_noun	1	ChatGPT	عمل العلماء على اختراع الكهرباء استغرق عدة قرون.	FI
1930	حِزْب_noun	4	GPT4	يعتبر مؤتمر الأمن الدولي الذي يعقد سنويًا في ميونيخ أحد أهم المنتديات لبحث قضايا الأمن العالمي.	FC
2601	لَيْلَة_noun	1	ChatGPT	ليلة القدر هي إحدى الليالي العشر الأواخر من شهر رمضان المبارك.	FC
9787	عُنْوان_noun	1	GPT4	العنوان الأصلي لفيلم "ستار وورز" هو "ستار وورز: الحلقة الرابعة - أمل جديد".	FC
4788	مُشارَكَة_noun	2	GPT4	مشاركة النساء السعوديات في الانتخابات المحلية عام 2015 كانت أول تجربة من نوعها في المملكة.	FC
9960	نَهْر_noun	1	GPT4	يمتد نهر الميسيسيبي لمسافة 3760 كيلومتر ويعبر ولايات أمريكية عديدة.	FC
5864	حُرِّيَّة_noun	1	ChatGPT	حرية التجمع والتظاهر هي حق أساسي في الديمقراطية.	FC
437	عَمَل_noun	1	GPT4	عمل الفيلسوف ابن رشد على تفسير وتعليق أعمال أرسطو وأفلاطون.	FC
8548	ٱِسْتِعْداد_noun	1	GPT4	تعتبر الاستعداد الجيد للامتحانات عامل رئيسي في تحقيق نجاح الطلاب وتحسين تحصيلهم العلمي.	NF
9802	مُعَسْكَر_noun	3	ChatGPT	تم إنشاء معسكر للاجئين الفلسطينيين في مدينة صيدا في لبنان عام 1948.	FC
5116	ٱِسْتِثْمار_noun	3	GPT4	الاستثمار هو وضع الأموال في مشروع أو عملية بغية تحقيق الربح في المستقبل.	FC
7220	جُمْلَة_noun	1	GPT4	الجملة الاسمية تبدأ بفاعل ويأتي بعده الفعل.	FI
